ཨཱོ་	o:_⁵⁵ 
བརྟེན་	_t_en_⁵⁵
བརྟོལ་	_t_ø:_⁵⁵
བརྩམས་	_ts_am_⁵¹
བརྩལ་	_ts_ɛ:_⁵⁵
བརྩི་	_ts_i_⁵⁵
བརྩིགས་	_ts_i?_⁵¹
བརྩེ་	_ts_e_⁵⁵
བརྩེགས་	_ts_e?_⁵¹
བརྩོན་	_ts_on_⁵⁵
བལ་	_ph_ɛ:_¹³
བལྟ་	_t_a_⁵⁵
བལྟས་	_t_ɛ?_⁵¹
བཤགས་	_ɕ_a?_⁵¹
བཤད་	_ɕ_ɛ?_⁵¹
བཤམས་	_ɕ_am_⁵¹
བཤལ་	_ɕ_ɛ:_⁵⁵
བཤིག་	_ɕ_i?_⁵¹
བཤུ་	_ɕ_u_⁵⁵
བཤུས་	_ɕ_y?_⁵¹
བཤེར་	_ɕ_er_⁵⁵
བཤེས་	_ɕ_e?_⁵¹
བས་	_p_ɛ?_⁵¹
བསགས་	_s_a?_⁵¹
བསམ་	_s_am_⁵⁵
བསམས་	_s_am_⁵¹
བསལ་	_s_ɛ:_⁵⁵
བསིལ་	_s_i:_⁵⁵
བསུ་	_s_u_⁵⁵
བསོད་	_s_ø?_⁵¹
བསྐྱར་	_c_ar_⁵⁵
བསྐྱལ་	_c_ɛ:_⁵⁵
བསྐྱིངས་	_c_iŋ_⁵¹
བསྐྱེད་	_c_e?_⁵¹
བསྐྱོད་	_c_ø?_⁵¹
བསྐྱོན་	_c_on_⁵⁵
བསྒར་	_k_ar_¹³
བསྒྱུར་	_c_ur_¹³
བསྒྲགས་	_tʂ_a?_¹³²
བསྒྲིགས་	_tʂ_i?_¹³²
བསྒྲུབ་	_tʂ_up_¹³²
བསྒྲུབས་	_tʂ_up_¹³²
བསྔལ་	_ŋ_ɛ:_¹³
བསྙལ་	_ȵ_ɛ:_⁵⁵
བསྙེལ་	_ȵ_e:_⁵⁵
བསྟན་	_t_an_⁵⁵
བསྟར་	_t_ar_⁵⁵
བསྟུན་	_t_yn_⁵⁵
བསྟེན་	_t_en_⁵⁵
བསྟོད་	_t_ø?_⁵¹
བསྡད་	_t_ɛ?_¹³²
བསྡིགས་	_t_i?_¹³²
བསྡུ་	_t_u_¹³
བསྡུར་	_t_ur_¹³
བསྡུས་	_t_y?_¹³²
བསྡོམས་	_t_om_¹³²
བསྣམས་	_n_am_⁵¹
བསྣུར་	_n_ur_⁵⁵
བསྲང་	_s_aŋ_⁵⁵
བསླབ་	_l_ap_⁵¹
བི་	_ph_i_¹³
བིན་	_ph_in_¹³
བིའི་	_ph_i:_¹³
བུན་	_ph_yn_¹³
བུམ་	_ph_um_¹³
བུའི་	_ph_y:_¹³
བུར་	_ph_ur_¹³
བུས་	_ph_y?_¹³²
བེ་	_ph_e_¹³
བེད་	_ph_e?_¹³²
བེའུ་	_ph_i_u_¹³
བོ་	_ph_o_¹³
བོགས་	_ph_o?_¹³²
བོང་	_ph_oŋ_¹³
བོད་	_ph_ø?_¹³²
བོའི་	_ph_ø:_¹³
བོར་	_ph_or_¹³
བོས་	_ph_ø?_¹³²
བྱ་	_tɕh_a_¹³
བྱང་	_tɕh_aŋ_¹³
བྱད་	_tɕh_ɛ?_¹³²
བྱམས་	_tɕh_am_¹³²
བྱའི་	_tɕh_ɛ:_¹³
བྱས་	_tɕh_ɛ?_¹³²
བྱི་	_tɕh_i_¹³
བྱིན་	_tɕh_in_¹³
བྱིའུ་	_tɕh_i_u_¹³
བྱིལ་	_tɕh_i:_¹³
བྱིས་	_tɕh_i?_¹³²
བྱུག་	_tɕh_u?_¹³²
བྱུགས་	_tɕh_u?_¹³²
བྱུང་	_tɕh_uŋ_¹³
བྱེ་	_tɕh_e_¹³
བྱེད་	_tɕh_e?_¹³²
བྱོན་	_tɕh_on_¹³
བྱོལ་	_tɕh_ø:_¹³
བྱོས་	_tɕh_ø?_¹³²
བྲག་	_tʂ_a?_¹³²
བྲང་	_tʂ_aŋ_¹³
བྲལ་	_tʂ_ɛ:_¹³
བྲིན་	_tʂ_in_¹³
བྲིས་	_tʂ_i?_¹³²
བྲེལ་	_tʂ_e:_¹³
བྲེས་	_tʂ_e?_¹³²
བྲོ་	_tʂ_o_¹³
བྲོའི་	_tʂ_ø:_¹³
བླ་	_l_a_¹³
བླངས་	_l_aŋ_¹³²
བླུག་	_l_u?_¹³²
བླུགས་	_l_u?_¹³²
བློ་	_l_o_¹³
བློན་	_l_on_¹³
བློའི་	_l_ø:_¹³
བློར་	_l_or_¹³
མ་	_m_a_¹³
མཁན་	_kh_an_⁵⁵
མཁའ་	_kh_a_⁵⁵
མཁའི་	_kh_ɛ:_⁵⁵
མཁར་	_kh_ar_⁵⁵
མཁལ་	_kh_ɛ:_⁵⁵
མཁས་	_kh_ɛ?_⁵¹
མཁུར་	_kh_ur_⁵⁵
མཁོ་	_kh_o_⁵⁵
མཁྱེན་	_ch_en_⁵⁵
མཁྲིག་	_tʂh_i?_⁵¹
མཁྲིས་	_tʂh_i?_⁵¹
མཁྲེགས་	_tʂh_e?_⁵¹
མག་	_k_a_¹³
མགུལ་	_k_y:_¹³
མགོ་	_k_o_¹³
མགོན་	_k_on_¹³
མགྱོགས་	_c_o?_¹³²
མགྲིན་	_tʂ_in_¹³
མགྲོན་	_tʂ_on_¹³
མང་	_ŋ_a_¹³
མངག་	_ŋ_a?_¹³²
མངགས་	_ŋ_a?_¹³²
མངའ་	_ŋ_a_¹³
མངར་	_ŋ_ar_¹³
མངོན་	_ŋ_on_¹³
མཆན་	_tɕh_an_⁵⁵
མཆིན་	_tɕh_in_⁵⁵
མཆུ་	_tɕh_u_⁵⁵
མཆེ་	_tɕh_e_⁵⁵
མཆེད་	_tɕh_e?_⁵¹
མཆོག་	_tɕh_o?_⁵¹
མཆོང་	_tɕh_oŋ_⁵⁵
མཆོངས་	_tɕh_oŋ_⁵¹
མཆོད་	_tɕh_ø?_⁵¹
མཇལ་	_tɕ_ɛ:_¹³
མཇིང་	_tɕ_iŋ_¹³
མཇུག་	_tɕ_u?_¹³²
མཉམ་	_ȵ_am_¹³
མཉེད་	_ȵ_e?_¹³²
མཉེན་	_ȵ_en_¹³
མཉེས་	_ȵ_e?_¹³²
མཐའ་	_th_a_⁵⁵
མཐར་	_th_ar_⁵⁵
མཐིལ་	_th_i:_⁵⁵
མཐུག་	_th_u?_⁵¹
མཐུད་	_th_y?_⁵¹
མཐུན་	_th_yn_⁵⁵
མཐོ་	_th_o_⁵⁵
མཐོང་	_th_oŋ_⁵⁵
མཐོའི་	_th_ø:_⁵⁵
མད་	_t_a_¹³
མདང་	_t_aŋ_¹³
མདངས་	_t_aŋ_¹³²
མདའ་	_t_a_¹³
མདའི་	_t_ɛ:_¹³
མདུང་	_t_uŋ_¹³
མདུད་	_t_y?_¹³²
མདུན་	_t_yn_¹³
མདེལ་	_t_e:_¹³
མདོག་	_t_o?_¹³²
མདོང་	_t_oŋ_¹³
མདོར་	_t_or_¹³
མན་	_n_a_¹³
མནའ་	_n_a_¹³
མནར་	_n_ar_¹³
མཚན་	_tsh_an_⁵⁵
མཚམས་	_tsh_am_⁵¹
མཚར་	_tsh_ar_⁵⁵
མཚུངས་	_tsh_up_⁵¹
མཚེ་	_tsh_e_⁵⁵
མཚེས་	_tsh_e?_⁵¹
མཚོ་	_tsh_o_⁵⁵
མཚོན་	_tsh_on_⁵⁵
མཚོའི་	_tsh_ø:_⁵⁵
མཛད་	_ts_ɛ?_¹³²
མཛའ་	_ts_a_¹³
མཛུབ་	_ts_up_¹³²
མཛེས་	_ts_e?_¹³²
མཛོ་	_ts_o_¹³
མཛོད་	_ts_ø?_¹³²
མཛོའི་	_ts_ø:_¹³
མའི་	_m_ɛ:_¹³
མར་	_m_ar_¹³
མལ་	_m_ɛ:_¹³
མས་	_m_ɛ?_¹³²
མི་	_m_i_¹³
མིག་	_m_i?_¹³²
མིང་	_m_iŋ_¹³
མིན་	_m_in_¹³
མིའི་	_m_i:_¹³
མིས་	_m_i?_¹³²
མུ་	_m_u_¹³
མུན་	_m_yn_¹³
མུའུ་	_m_u:_¹³
མེ་	_m_e_¹³
མེད་	_m_e?_¹³²
མེར་	_m_er_¹³
མེས་	_m_e?_¹³²
མོ་	_m_o_¹³
མོག་	_m_o?_¹³²
མོང་	_m_oŋ_¹³
མོངས་	_m_oŋ_¹³²
མོན་	_m_on_¹³
མོའི་	_m_ø:_¹³
མོར་	_m_or_¹³
མོལ་	_m_ø:_¹³
མོས་	_m_ø?_¹³²
མྱང་	_ȵ_aŋ_¹³
མྱུར་	_ȵ_ur_¹³
མྱུལ་	_ȵ_y:_¹³
མྱོང་	_ȵ_oŋ_¹³
ཙག་	_ts_a?_⁵¹
ཙང་	_ts_aŋ_⁵⁵
ཙན་	_ts_an_⁵⁵
ཙབ་	_ts_ap_⁵¹
ཙམ་	_ts_am_⁵⁵
ཙར་	_ts_ar_⁵⁵
ཙི་	_ts_i_⁵⁵
ཙིས་	_ts_i?_⁵¹
ཙུང་	_ts_uŋ_⁵⁵
ཙུའུ་	_ts_u:_⁵⁵
ཙེ་	_ts_e_⁵⁵
ཙེམ་	_ts_em_⁵⁵
ཙོག་	_ts_o?_⁵¹
ཙོང་	_ts_oŋ_⁵⁵
ཚ་	_tsh_a_⁵⁵
ཚག་	_tsh_a?_⁵¹
ཚགས་	_tsh_a?_⁵¹
ཚང་	_tsh_aŋ_⁵⁵
ཚད་	_tsh_ɛ?_⁵¹
ཚན་	_tsh_an_⁵⁵
ཚབ་	_tsh_ap_⁵¹
ཚབས་	_tshəp_⁵¹
ཚལ་	_tsh_ɛ:_⁵⁵
ཚི་	_tsh_i_⁵⁵
ཚིག་	_tsh_i?_⁵¹
ཚིགས་	_tsh_i?_⁵¹
ཚིམ་	_tsh_im_⁵⁵
ཚིལ་	_tsh_i:_⁵⁵
ཚུ་	_tsh_u_⁵⁵
ཚུགས་	_tsh_u?_⁵¹
ཚུད་	_tsh_y?_⁵¹
ཚུན་	_tsh_yn_⁵⁵
ཚུབ་	_tsh_up_⁵¹
ཚུལ་	_tsh_y:_⁵⁵
ཚེ་	_tsh_e_⁵⁵
ཚེགས་	_tsh_e?_⁵¹
ཚེམ་	_tsh_em_⁵⁵
ཚེམས་	_tsh_em_⁵¹
ཚེའི་	_tsh_e:_⁵⁵
ཚེས་	_tsh_e?_⁵¹
ཚོ་	_tsh_o_⁵⁵
ཚོགས་	_tsh_o?_⁵¹
ཚོང་	_tsh_oŋ_⁵⁵
ཚོད་	_tsh_ø?_⁵¹
ཚོན་	_tsh_on_⁵⁵
ཚོམ་	_tsh_om_⁵⁵
ཚོའི་	_tsh_ø:_⁵⁵
ཚོས་	_tsh_ø?_⁵¹
ཚྭ་	_tsh_a_⁵⁵
ཝེ་	_p_e_¹³
ཞ་	_ɕ_a_¹³
ཞག་	_ɕ_a?_¹³²
ཞང་	_ɕ_aŋ_¹³
ཞན་	_ɕ_an_¹³
ཞབས་	_ɕəp_¹³²
ཞར་	_ɕ_ar_¹³
ཞལ་	_ɕ_ɛ:_¹³
ཞི་	_ɕ_i_¹³
ཞིག་	_ɕ_i?_¹³²
ཞིང་	_ɕ_iŋ_¹³
ཞིབ་	_ɕ_ip_¹³²
ཞིམ་	_ɕ_im_¹³
ཞིའི་	_ɕ_i:_¹³
ཞུ་	_ɕ_u_¹³
ཞུགས་	_ɕ_u?_¹³²
ཞུན་	_ɕ_yn_¹³
ཞུམ་	_ɕ_um_¹³
ཞུའི་	_ɕ_y:_¹³
ཞུས་	_ɕ_y?_¹³²
ཞེ་	_ɕ_e_¹³
ཞེང་	_ɕ_eŋ_¹³
ཞེད་	_ɕ_e?_¹³²
ཞེན་	_ɕ_en_¹³
ཞེལ་	_ɕ_e:_¹³
ཞེས་	_ɕ_e?_¹³²
ཞོ་	_ɕ_o_¹³
ཞོགས་	_ɕ_o?_¹³²
ཞོན་	_ɕ_on_¹³
ཞོར་	_ɕ_or_¹³
ཞོལ་	_ɕ_ø:_¹³
ཞྭ་	_ɕ_a_¹³
ཟ་	_s_a_¹³
ཟང་	_s_aŋ_¹³
ཟངས་	_s_aŋ_¹³²
ཟད་	_s_ɛ?_¹³²
ཟན་	_s_an_¹³
ཟམ་	_s_am_¹³
ཟའི་	_s_ɛ:_¹³
ཟས་	_s_ɛ?_¹³²
ཟི་	_s_i_¹³
ཟིག་	_s_i?_¹³²
ཟིང་	_s_iŋ_¹³
ཟིན་	_s_in_¹³
ཟིལ་	_s_i:_¹³
ཟུག་	_s_u?_¹³²
ཟུབ་	_s_up_¹³²
ཟུར་	_s_ur_¹³
ཟེ་	_s_e_¹³
ཟེར་	_s_er_¹³
ཟོག་	_s_o?_¹³²
ཟོན་	_s_on_¹³
ཟོམ་	_s_om_¹³
ཟོས་	_s_ø?_¹³²
ཟླ་	_t_a_¹³
ཟླར་	_t_ar_¹³
ཟློས་	_t_ø?_¹³²
འ་	_a_¹³
འཁར་	_kh_ar_⁵⁵
འཁུམ་	_kh_um_⁵⁵
འཁུར་	_kh_ur_⁵⁵
འཁེངས་	_kh_eŋ_⁵¹
འཁེལ་	_kh_e:_⁵⁵
འཁོགས་	_kh_o?_⁵¹
འཁོད་	_kh_ø?_⁵¹
འཁོན་	_kh_on_⁵⁵
འཁོབ་	_kh_op_⁵¹
འཁོར་	_kh_or_⁵⁵
འཁོལ་	_kh_ø:_⁵⁵
འཁྱག་	_ch_a?_⁵¹
འཁྱམ་	_ch_am_⁵⁵
འཁྱར་	_ch_ar_⁵⁵
འཁྱིལ་	_ch_i:_⁵⁵
འཁྱུག་	_ch_u?_⁵¹
འཁྱེར་	_ch_er_⁵⁵
འཁྱོག་	_ch_o?_⁵¹
འཁྱོགས་	_ch_o?_⁵¹
འཁྱོངས་	_ch_oŋ_⁵¹
འཁྱོར་	_ch_or_⁵⁵
འཁྱོལ་	_ch_ø:_⁵⁵
འཁྲབ་	_tʂh_ap_⁵¹
འཁྲི་	_tʂh_i_⁵⁵
འཁྲིག་	_tʂh_i?_⁵¹
འཁྲིགས་	_tʂh_i?_⁵¹
འཁྲིད་	_tʂh_i?_⁵¹
འཁྲུག་	_tʂh_u?_⁵¹
འཁྲུགས་	_tʂh_u?_⁵¹
འཁྲུངས་	_tʂh_up_⁵¹
འཁྲུད་	_tʂh_y?_⁵¹
འཁྲུལ་	_tʂh_y:_⁵⁵
འཁྲུས་	_tʂh_y?_⁵¹
འགག་	_k_a?_¹³²
འགན་	_k_an_¹³
འགབ་	_k_ap_¹³²
འགའ་	_k_a_¹³
འགལ་	_k_ɛ:_¹³
འགུག་	_k_u?_¹³²
འགུལ་	_k_y:_¹³
འགེལ་	_k_e:_¹³
འགོ་	_k_o_¹³
འགོག་	_k_o?_¹³²
འགོད་	_k_ø?_¹³²
འགོར་	_k_or_¹³
འགྱངས་	_c_aŋ_¹³²
འགྱུར་	_c_ur_¹³
འགྱེད་	_c_e?_¹³²
འགྱེལ་	_c_e:_¹³
འགྱོད་	_c_ø?_¹³²
འགྲན་	_tʂ_an_¹³
འགྲམ་	_tʂ_am_¹³
འགྲིག་	_tʂ_i?_¹³²
འགྲིགས་	_tʂ_i?_¹³²
འགྲིམ་	_tʂ_im_¹³
འགྲུབ་	_tʂ_up_¹³²
འགྲུལ་	_tʂ_y:_¹³
འགྲུས་	_tʂ_y?_¹³²
འགྲེང་	_tʂ_eŋ_¹³
འགྲེམ་	_tʂ_em_¹³
འགྲེལ་	_tʂ_e:_¹³
འགྲོ་	_tʂ_o_¹³
འགྲོལ་	_tʂ_ø:_¹³
འགྲོས་	_tʂ_ø?_¹³²
འང་	_aŋ_¹³
འཆམ་	_tɕh_am_⁵⁵
འཆར་	_tɕh_ar_⁵⁵
འཆལ་	_tɕh_ɛ:_⁵⁵
འཆི་	_tɕh_i_⁵⁵
འཆིང་	_tɕh_iŋ_⁵⁵
འཇག་	_tɕ_a?_¹³²
འཇགས་	_tɕ_a?_¹³²
འཇབ་	_tɕ_ap_¹³²
འཇམ་	_tɕ_am_¹³
འཇའ་	_tɕ_a_¹³
འཇལ་	_tɕ_ɛ:_¹³
འཇིག་	_tɕ_i?_¹³²
འཇིགས་	_tɕ_i?_¹³²
འཇིབ་	_tɕ_ip_¹³²
འཇིམ་	_tɕ_im_¹³
འཇུ་	_tɕ_u_¹³
འཇུག་	_tɕ_u?_¹³²
འཇུར་	_tɕ_ur_¹³
འཇུས་	_tɕ_y?_¹³²
འཇོག་	_tɕ_o?_¹³²
འཇོན་	_tɕ_on_¹³
འཇོར་	_tɕ_or_¹³
འཐག་	_th_a?_⁵¹
འཐད་	_th_ɛ?_⁵¹
འཐབ་	_th_ap_⁵¹
འཐིབ་	_th_ip_⁵¹
འཐུང་	_th_uŋ_⁵⁵
འཐུངས་	_th_up_⁵¹
འཐུམ་	_th_um_⁵⁵
འཐུས་	_th_y?_⁵¹
འཐེན་	_th_en_⁵⁵
འཐོམ་	_th_om_⁵⁵
འདང་	_t_aŋ_¹³
འདབ་	_t_ap_¹³²
འདམ་	_t_am_¹³
འདའ་	_t_a_¹³
འདས་	_t_ɛ?_¹³²
འདི་	_t_i_¹³
འདིང་	_t_iŋ_¹³
འདིར་	_t_ir_¹³
འདིས་	_t_i?_¹³²
འདུ་	_t_u_¹³
འདུག་	_t_u?_¹³²
འདུན་	_t_yn_¹³
འདུམ་	_t_um_¹³
འདུའི་	_t_y:_¹³
འདུར་	_t_ur_¹³
འདུལ་	_t_y:_¹³
འདུས་	_t_y?_¹³²
འདེགས་	_t_e?_¹³²
འདེད་	_t_e?_¹³²
འདེབས་	_t_eŋ_¹³²
འདེམ་	_t_em_¹³
འདེམས་	_t_em_¹³²
འདོགས་	_t_o?_¹³²
འདོད་	_t_ø?_¹³²
འདོན་	_t_on_¹³
འདོམས་	_t_om_¹³²
འདྲ་	_tʂ_a_¹³
འདྲའི་	_tʂ_ɛ:_¹³
འདྲས་	_tʂ_ɛ?_¹³²
འདྲི་	_tʂ_i_¹³
འདྲིས་	_tʂ_i?_¹³²
འདྲུ་	_tʂ_u_¹³
འདྲུད་	_tʂ_y?_¹³²
འདྲུས་	_tʂ_y?_¹³²
འདྲེ་	_tʂ_e_¹³
འདྲེན་	_tʂ_en_¹³
འདྲེས་	_tʂ_e?_¹³²
འདྲོག་	_tʂ_o?_¹³²
འཕགས་	_ph_a?_⁵¹
འཕང་	_ph_aŋ_⁵⁵
འཕངས་	_ph_aŋ_⁵¹
འཕར་	_ph_ar_⁵⁵
འཕུར་	_ph_ur_⁵⁵
འཕུལ་	_ph_y:_⁵⁵
འཕེན་	_ph_en_⁵⁵
འཕེལ་	_ph_e:_⁵⁵
འཕྱ་	_tɕh_a_⁵⁵
འཕྱོ་	_tɕh_o_⁵⁵
འཕྲད་	_tʂh_ɛ?_⁵¹
འཕྲི་	_tʂh_i_⁵⁵
འཕྲིན་	_tʂh_in_⁵⁵
འཕྲུལ་	_tʂh_y:_⁵⁵
འཕྲོ་	_tʂh_o_⁵⁵
འཕྲོག་	_tʂh_o?_⁵¹
འཕྲོད་	_tʂh_ø?_⁵¹
འཕྲོས་	_tʂh_ø?_⁵¹
འབད་	_p_ɛ?_¹³²
འབབ་	_p_ap_¹³²
འབའ་	_p_a_¹³
འབར་	_p_ar_¹³
འབུ་	_p_u_¹³
འབུད་	_p_y?_¹³²
འབུབས་	_p_up_¹³²
འབུམ་	_p_um_¹³
འབུར་	_p_ur_¹³
འབུལ་	_p_y:_¹³
འབེན་	_p_en_¹³
འབེབ་	_p_ep_¹³²
འབེབས་	_p_eŋ_¹³²
འབོག་	_p_o?_¹³²
འབོད་	_p_ø?_¹³²
འབོམ་	_p_om_¹³
འབོར་	_p_or_¹³
འབོལ་	_p_ø:_¹³
འབྱུང་	_tɕ_uŋ_¹³
འབྱེད་	_tɕ_e?_¹³²
འབྱོར་	_tɕ_or_¹³
འབྲས་	_tʂ_ɛ?_¹³²
འབྲི་	_tʂ_i_¹³
འབྲིང་	_tʂ_iŋ_¹³
འབྲུ་	_tʂ_u_¹³
འབྲུག་	_tʂ_u?_¹³²
འབྲུམ་	_tʂ_um_¹³
འབྲེང་	_tʂ_eŋ_¹³
འབྲེལ་	_tʂ_e:_¹³
འབྲོག་	_tʂ_o?_¹³²
འབྲོང་	_tʂ_oŋ_¹³
འཚག་	_tsh_a?_⁵¹
འཚབ་	_tsh_ap_⁵¹
འཚམ་	_tsh_am_⁵⁵
འཚམས་	_tsh_am_⁵¹
འཚུབ་	_tsh_up_⁵¹
འཚེ་	_tsh_e_⁵⁵
འཚེམ་	_tsh_em_⁵⁵
འཚེར་	_tsh_er_⁵⁵
འཚོ་	_tsh_o_⁵⁵
འཚོང་	_tsh_oŋ_⁵⁵
འཚོལ་	_tsh_ø:_⁵⁵
འཛམ་	_ts_am_¹³
འཛའ་	_ts_a_¹³
འཛར་	_ts_ar_¹³
འཛིང་	_ts_iŋ_¹³
འཛིན་	_ts_in_¹³
འཛུགས་	_ts_u?_¹³²
འཛུམ་	_ts_um_¹³
འཛུལ་	_ts_y:_¹³
འཛེག་	_ts_e?_¹³²
འཛེགས་	_ts_e?_¹³²
འཛེམ་	_ts_em_¹³
འཛེམས་	_ts_em_¹³²
འཛེར་	_ts_er_¹³
འཛོབ་	_ts_op_¹³²
འཛོམས་	_ts_om_¹³²
འཛོལ་	_ts_ø:_¹³
འུག་	_u?_¹³²
འུང་	_uŋ_¹³
འུལ་	_y:_¹³
འོ་	_o_¹³
འོག་	_o?_¹³²
འོང་	_oŋ_¹³
འོངས་	_oŋ_¹³²
འོད་	_ø?_¹³²
འོབས་	_op_¹³²
འོས་	_ø?_¹³²
ཡ་	_j_a_¹³
ཡག་	_j_a?_¹³²
ཡང་	_j_aŋ_¹³
ཡངས་	_j_aŋ_¹³²
ཡན་	_j_an_¹³
ཡབ་	_j_ap_¹³²
ཡམ་	_j_am_¹³
ཡམས་	_j_am_¹³²
ཡའི་	_j_ɛ:_¹³
ཡར་	_j_ar_¹³
ཡས་	_j_ɛ?_¹³²
ཡི་	_j_i_¹³
ཡིག་	_j_i?_¹³²
ཡིད་	_j_i?_¹³²
ཡིན་	_j_in_¹³
ཡིབ་	_j_ip_¹³²
ཡིས་	_j_i?_¹³²
ཡུ་	_j_u_¹³
ཡུག་	_j_u?_¹³²
ཡུད་	_j_y?_¹³²
ཡུན་	_j_yn_¹³
ཡུའུ་	_j_u:_¹³
ཡུར་	_j_ur_¹³
ཡུལ་	_j_y:_¹³
ཡེ་	_j_e_¹³
ཡེར་	_j_er_¹³
ཡོ་	_j_o_¹³
ཡོག་	_j_o?_¹³²
ཡོང་	_j_oŋ_¹³
ཡོངས་	_j_oŋ_¹³²
ཡོད་	_j_ø?_¹³²
ཡོན་	_j_on_¹³
ཡོབ་	_j_op_¹³²
ཡོལ་	_j_ø:_¹³
ཡོས་	_j_ø?_¹³²
ར་	_ɹ_a_¹³
རགས་	_ɹ_a?_¹³²
རང་	_ɹ_aŋ_¹³
རན་	_ɹ_an_¹³
རབ་	_ɹ_ap_¹³²
རབས་	_ɹəp_¹³²
རམ་	_ɹ_am_¹³
རའི་	_ɹ_ɛ:_¹³
རལ་	_ɹ_ɛ:_¹³
རས་	_ɹ_ɛ?_¹³²
རི་	_ɹ_i_¹³
རིག་	_ɹ_i?_¹³²
རིགས་	_ɹ_i?_¹³²
རིང་	_ɹ_iŋ_¹³
རིད་	_ɹ_i?_¹³²
རིན་	_ɹ_in_¹³
རིབ་	_ɹ_ip_¹³²
རིམ་	_ɹ_im_¹³
རིམས་	_ɹ_im_¹³²
རིའི་	_ɹ_i:_¹³
རིལ་	_ɹ_i:_¹³
རིས་	_ɹ_i?_¹³²
རུ་	_ɹ_u_¹³
རུང་	_ɹ_uŋ_¹³
རུད་	_ɹ_y?_¹³²
རུབ་	_ɹ_up_¹³²
རུམ་	_ɹ_um_¹³
རུའུ་	_ɹ_u:_¹³
རུལ་	_ɹ_y:_¹³
རུས་	_ɹ_y?_¹³²
རེ་	_ɹ_e_¹³
རེག་	_ɹ_e?_¹³²
རེངས་	_ɹ_eŋ_¹³²
རེད་	_ɹ_e?_¹³²
རེའི་	_ɹ_e:_¹³
རེར་	_ɹ_er_¹³
རེས་	_ɹ_e?_¹³²
རོ་	_ɹ_o_¹³
རོགས་	_ɹ_o?_¹³²
རོང་	_ɹ_oŋ_¹³
རོན་	_ɹ_on_¹³
རོབ་	_ɹ_op_¹³²
རོལ་	_ɹ_ø:_¹³
རྐང་	_k_aŋ_⁵⁵
རྐན་	_k_an_⁵⁵
རྐམ་	_k_am_⁵⁵
རྐུ་	_k_u_⁵⁵
རྐུན་	_k_yn_⁵⁵
རྐུབ་	_k_up_⁵¹
རྐེད་	_k_e?_⁵¹
རྐོང་	_k_oŋ_⁵⁵
རྐོས་	_k_ø?_⁵¹
རྐྱང་	_c_aŋ_⁵⁵
རྐྱལ་	_c_ɛ:_⁵⁵
རྐྱེན་	_c_en_⁵⁵
རྒན་	_k_an_¹³
རྒལ་	_k_ɛ:_¹³
རྒས་	_k_ɛ?_¹³²
རྒུད་	_k_y?_¹³²
རྒུན་	_k_yn_¹³
རྒོད་	_k_ø?_¹³²
རྒོན་	_k_on_¹³
རྒོལ་	_k_ø:_¹³
རྒྱ་	_c_a_¹³
རྒྱག་	_c_a?_¹³²
རྒྱང་	_c_aŋ_¹³
རྒྱན་	_c_an_¹³
རྒྱབ་	_c_ap_¹³²
རྒྱལ་	_c_ɛ:_¹³
རྒྱས་	_c_ɛ?_¹³²
རྒྱུ་	_c_u_¹³
རྒྱུག་	_c_u?_¹³²
རྒྱུགས་	_c_u?_¹³²
རྒྱུད་	_c_y?_¹³²
རྒྱུན་	_c_yn_¹³
རྒྱུར་	_c_ur_¹³
རྒྱུས་	_c_y?_¹³²
རྒྱོབ་	_c_op_¹³²
རྒྱོབས་	_c_op_¹³²
རྔ་	_ŋ_a_¹³
རྔན་	_ŋ_an_¹³
རྔམ་	_ŋ_am_¹³
རྔམས་	_ŋ_am_¹³²
རྔུབ་	_ŋ_up_¹³²
རྔུལ་	_ŋ_y:_¹³
རྔོ་	_ŋ_o_¹³
རྔོན་	_ŋ_on_¹³
རྗེ་	_tɕ_e_¹³
རྗེན་	_tɕ_en_¹³
རྗེའི་	_tɕ_e:_¹³
རྗེས་	_tɕ_e?_¹³²
རྟ་	_t_a_⁵⁵
རྟག་	_t_a?_⁵¹
རྟགས་	_t_a?_⁵¹
རྟའི་	_t_ɛ:_⁵⁵
རྟས་	_t_ɛ?_⁵¹
རྟིང་	_t_iŋ_⁵⁵
རྟེན་	_t_en_⁵⁵
རྟོག་	_t_o?_⁵¹
རྟོགས་	_t_o?_⁵¹
རྟོལ་	_t_ø:_⁵⁵
རྡར་	_t_ar_¹³
རྡལ་	_t_ɛ:_¹³
རྡིག་	_t_i?_¹³²
རྡིབ་	_t_ip_¹³²
རྡུ་	_t_u_¹³
རྡུང་	_t_uŋ_¹³
རྡུལ་	_t_y:_¹³
རྡེབ་	_t_ep_¹³²
རྡེའུ་	_t_i_u_¹³
རྡེལ་	_t_e:_¹³
རྡོ་	_t_o_¹³
རྡོག་	_t_o?_¹³²
རྡོལ་	_t_ø:_¹³
རྣ་	_n_a_⁵⁵
རྣམ་	_n_am_⁵⁵
རྣམས་	_n_am_⁵¹
རྣོ་	_n_o_⁵⁵
རྦད་	_p_ɛ?_¹³²
རྦབ་	_p_ap_¹³²
རྨ་	_m_a_⁵⁵
རྨང་	_m_aŋ_⁵⁵
རྨི་	_m_i_⁵⁵
རྨིག་	_m_i?_⁵¹
རྨིས་	_m_i?_⁵¹
རྨུག་	_m_u?_⁵¹
རྨེད་	_m_e?_⁵¹
རྨེན་	_m_en_⁵⁵
རྨོག་	_m_o?_⁵¹
